"","Unit","medArea","medPerim","avgArea","avgPerim","sdArea","sdPerim","totArea","totPerim","n","percArea","PeribyArea","visit"
"272","Mound",2.5,12.5,6.19444444444444,21.8888888888889,7.86395142572383,20.3048788367516,111.5,394,18,24.95,3.53,2133
"273","Mound Transition",0.4,4.8,0.966666666666667,8.93846153846154,1.82559771514533,10.3078053048372,37.7,348.6,39,8.43,9.25,2133
"274","Plane",1.4,14,3.48947368421053,25.5473684210526,4.72509785164311,25.9131748649012,66.3,485.4,19,14.83,7.32,2133
"275","Saddle",5.9,17.2,5.67142857142857,15.1142857142857,3.34400672134207,6.14801555285079,39.7,105.8,7,8.88,2.66,2133
"276","Trough",3.6,29.8,5.63076923076923,35.6,5.23774515979676,30.3232584001126,73.2,462.8,13,16.38,6.32,2133
"277","Wall",2.8,21.6,2.80666666666667,24.16,2.22211825153603,17.1232840641875,42.1,362.4,15,9.42,8.61,2133
"278","Bowl",8.1,16.4,19.9349206349206,26.1396825396825,30.1690193513583,24.0369509880271,1255.9,1646.8,63,13.66,1.31,2140
"279","Bowl Transition",1.9,12.2,6.25483870967742,23.3806451612903,8.81906414950692,27.1168019175669,193.9,724.8,31,2.11,3.74,2140
"280","Mound",4.5,20.6,33.9056338028169,47.6619718309859,67.8219789223943,76.4205177501382,2407.3,3384,71,26.19,1.41,2140
"281","Mound Transition",1.3,10.4,8.28878504672897,35.1046728971963,22.0149877210736,67.2118382755086,886.9,3756.2,107,9.65,4.24,2140
"282","Plane",5.5,35.4,29.5660714285714,85.2642857142857,75.1407026288578,128.931074508925,1655.7,4774.8,56,18.01,2.88,2140
"283","Saddle",11.15,23.5,17.3033333333333,30.2466666666667,22.0341503491556,26.2425652306526,519.1,907.4,30,5.65,1.75,2140
"284","Trough",10.7,43,37.0418604651163,101,58.1638827245836,121.884082323368,1592.8,4343,43,17.33,2.73,2140
"285","Wall",10.9,50,21.9806451612903,93.7032258064516,31.3992613432741,140.069448212594,681.4,2904.8,31,7.41,4.26,2140
"286","Bowl",4.8,11.6,6.11111111111111,13.1777777777778,5.61570219216717,7.29276658370775,55,118.6,9,5.75,2.16,2141
"287","Bowl Transition",3,16,8.19230769230769,26.2307692307692,11.8046220847642,30.858261579232,106.5,341,13,11.14,3.2,2141
"288","Mound",9.7,24.4,11.7117647058824,33.6588235294118,14.078213769551,29.632310465595,199.1,572.2,17,20.83,2.87,2141
"289","Mound Transition",2.1,21.8,3.56153846153846,24.1615384615385,3.81083475612123,19.7657497084847,92.6,628.2,26,9.69,6.78,2141
"290","Plane",1.8,12,64.5,266.733333333333,108.686199675948,446.069605928641,193.5,800.2,3,20.24,4.14,2141
"291","Trough",60.8,230.4,64.5333333333333,228.333333333333,12.7178352455649,33.947213925937,193.6,685,3,20.25,3.54,2141
"292","Wall",3.4,15.6,7.71333333333333,34.7466666666667,9.8612420738006,46.6320837846138,115.7,521.2,15,12.1,4.5,2141
"293","Bowl",1.5,5.9,1.855,6.75,1.32763144854206,2.69648894519873,37.1,135,20,2.54,3.64,2145
"294","Bowl Transition",4.1,13.8,7.67777777777778,20.3333333333333,13.0708817115736,25.0649003742132,207.3,549,27,14.19,2.65,2145
"295","Mound",2.8,12.9,6.86428571428571,21.0761904761905,12.2128644974654,26.4892045155243,288.3,885.2,42,19.74,3.07,2145
"296","Mound Transition",1.2,13.4,2.36981132075472,19.9283018867925,2.99407009486189,24.3813009793484,125.6,1056.2,53,8.6,8.41,2145
"297","Plane",36,168.4,40.1857142857143,188.314285714286,42.075385859646,157.060873852268,281.3,1318.2,7,19.26,4.69,2145
"298","Saddle",14.45,31.4,12.6166666666667,27.2666666666667,9.49892976427696,15.7366663136341,75.7,163.6,6,5.18,2.16,2145
"299","Trough",16.6,62.1,19.5928571428571,81.4714285714286,16.3421806418809,76.4257953691173,274.3,1140.6,14,18.78,4.16,2145
"300","Wall",13.7,74.8,14.3416666666667,78.5,10.206010558252,50.6306051891362,172.1,942,12,11.78,5.47,2145
"301","Bowl",11.2,17.8,19.3952380952381,20.4,35.1035820991317,18.4652105322414,407.3,428.4,21,4.19,1.05,2153
"302","Bowl Transition",34.1,55,90.7230769230769,78.0923076923077,130.429011048451,91.2344823475793,1179.4,1015.2,13,12.15,0.86,2153
"303","Mound",18.9,52,95.3952380952381,94.1238095238095,170.775877910759,124.581322455503,2003.3,1976.6,21,20.63,0.99,2153
"304","Mound Transition",2.9,14.6,29.6259259259259,82.6814814814815,65.4803411049841,141.765442889728,799.9,2232.4,27,8.24,2.79,2153
"305","Plane",78.2,177.6,203.4,304.05,407.14603908531,482.594236541276,1627.2,2432.4,8,16.76,1.49,2153
"306","Saddle",201.1,134.8,211.1,130,219.70654670871,120.160115401631,844.4,520,4,8.7,0.62,2153
"307","Trough",55.8,77.8,201.1,244.533333333333,248.55733242051,275.922924020459,1809.9,2200.8,9,18.64,1.22,2153
"308","Wall",43.3,85,94.5181818181818,158.236363636364,122.145837572811,188.724854074535,1039.7,1740.6,11,10.71,1.67,2153
"309","Bowl",1.6,7.2,2.42173913043478,8.76521739130435,2.72245820098794,6.08893248560281,55.7,201.6,23,10.17,3.62,22
"310","Bowl Transition",0.85,6.8,2.45,12.8727272727273,4.00972033224976,17.1658071486585,53.9,283.2,22,9.84,5.25,22
"311","Mound",3.4,15.5,5.10909090909091,20.8545454545455,4.79006005439131,15.1342162718954,112.4,458.8,22,20.52,4.08,22
"312","Mound Transition",0.4,5.6,1.04324324324324,10.2540540540541,1.48296634796248,10.9372603362846,38.6,379.4,37,7.05,9.83,22
"313","Plane",2.05,18.4,4.745,26.48,6.03607357563891,21.0523557876672,94.9,529.6,20,17.33,5.58,22
"314","Saddle",7.8,17.4,7.16666666666667,16.8,3.6909799963334,6.91953755680248,21.5,50.4,3,3.93,2.34,22
"315","Trough",1.9,17.2,5.79473684210526,30.3789473684211,8.50839282931928,32.6636661708281,110.1,577.2,19,20.1,5.24,22
"316","Wall",2.55,24.9,3.825,30.2875,2.59422435421457,18.0807033417767,61.2,484.6,16,11.17,7.92,22
"317","Bowl",3.2,12.2,4.04,12.26,3.51511024009205,6.89286265317651,40.4,122.6,10,6.93,3.03,2205
"318","Bowl Transition",2.75,13.4,4.45,17.2428571428571,3.76476580127656,11.6127724302375,62.3,241.4,14,10.69,3.87,2205
"319","Mound",10.6,24.9,10.3416666666667,32.7166666666667,7.44561595636634,22.3683962660525,124.1,392.6,12,21.29,3.16,2205
"320","Mound Transition",0.5,6.4,1.98260869565217,16.2695652173913,3.3250635228263,20.0074175968135,45.6,374.2,23,7.82,8.21,2205
"321","Plane",5.7,29.9,9.675,47.5666666666667,12.494298699807,48.1673471693567,116.1,570.8,12,19.92,4.92,2205
"322","Saddle",9.3,19.8,7.46666666666667,16.9333333333333,4.81905938263198,5.49302588136387,22.4,50.8,3,3.84,2.27,2205
"323","Trough",11.45,55.6,18.5666666666667,80.7666666666667,23.6862548045626,85.6646873960716,111.4,484.6,6,19.11,4.35,2205
"324","Wall",5.6,27.3,6.02,38.78,4.36648854598546,30.6445499957895,60.2,387.8,10,10.33,6.44,2205
"325","Bowl",7.9,13.8,26.2846153846154,29.9076923076923,34.9572797891428,30.3534309301398,341.7,388.8,13,10.02,1.14,2262
"326","Bowl Transition",6.8,29,18.5090909090909,45.3272727272727,25.9621052515182,47.9946057575034,203.6,498.6,11,5.97,2.45,2262
"327","Mound",14.7,29.8,57.02,69.8266666666667,66.8321052018735,65.4830345167648,855.3,1047.4,15,25.08,1.22,2262
"328","Mound Transition",0.5,7,8.15945945945946,32.4540540540541,21.2529535131716,58.8889849849066,301.9,1200.8,37,8.85,3.98,2262
"329","Plane",32.85,105,44.5083333333333,125.166666666667,41.8671591483291,76.7960620833852,534.1,1502,12,15.66,2.81,2262
"330","Saddle",103.2,82.2,136.466666666667,89.8,116.614764645534,60.7575509710521,409.4,269.4,3,12,0.66,2262
"331","Trough",43.7,63.8,56.1222222222222,138.066666666667,58.9504193746274,130.320566297112,505.1,1242.6,9,14.81,2.46,2262
"332","Wall",16.7,47,37.1571428571429,114.971428571429,48.0906732864373,146.238956440999,260.1,804.8,7,7.63,3.09,2262
"333","Bowl",11.2,17.8,21.0647058823529,26.7529411764706,25.0986538776602,21.2716395009605,358.1,454.8,17,6.07,1.27,2265
"334","Bowl Transition",6.4,21.8,42.08,65.6533333333333,75.7755727696692,98.3245781413105,631.2,984.8,15,10.7,1.56,2265
"335","Mound",35.5,67.8,71.8277777777778,84.9777777777778,85.5652541188203,65.91473597232,1292.9,1529.6,18,21.93,1.18,2265
"336","Mound Transition",0.4,5.7,7.28833333333333,24.9766666666667,23.6336308181734,58.8798730155533,437.3,1498.6,60,7.42,3.43,2265
"337","Plane",17.7,44.9,74.3071428571428,133.371428571429,131.474346513716,214.597883094339,1040.3,1867.2,14,17.64,1.79,2265
"338","Saddle",61.1,49.8,71.8857142857143,51.1428571428571,62.5928757546583,26.4423181751561,503.2,358,7,8.53,0.71,2265
"339","Trough",17.3,55.8,97.4181818181818,152.272727272727,178.18458304905,243.57995439243,1071.6,1675,11,18.17,1.56,2265
"340","Wall",13.3,40,31.2333333333333,69.2777777777778,38.4673276186122,69.6552565944727,562.2,1247,18,9.53,2.22,2265
"341","Bowl",1,4.8,0.854545454545454,4.90909090909091,0.390803368367358,1.90023921939031,9.4,54,11,1.34,5.74,2271
"342","Bowl Transition",1.75,9.3,3.48611111111111,12.6277777777778,4.68024131110339,13.3424480750318,125.5,454.6,36,17.88,3.62,2271
"343","Mound",1.7,10.8,3.46078431372549,16.0196078431373,4.07696349904546,15.9027169956312,176.5,817,51,25.15,4.63,2271
"344","Mound Transition",0.4,4.6,0.732432432432432,7.28918918918919,1.17730922697481,8.26440738774212,54.2,539.4,74,7.72,9.95,2271
"345","Plane",1.1,11.6,3.01777777777778,18.9066666666667,3.85877329123276,17.0098153482576,135.8,850.8,45,19.35,6.27,2271
"346","Saddle",0.9,4.8,0.9,4.8,0,0,0.9,4.8,1,0.13,5.33,2271
"347","Trough",2.05,15.5,3.54285714285714,20.1666666666667,3.17314515492374,15.5392134444297,148.8,847,42,21.2,5.69,2271
"348","Wall",1,9,1.3972972972973,12.7459459459459,1.26589592482656,11.4613988528305,51.7,471.6,37,7.37,9.12,2271
"349","Bowl",7.6,16.2,9.91818181818182,21.9636363636364,10.8899787127265,18.3178204340622,109.1,241.6,11,10.47,2.21,2288
"350","Bowl Transition",1.75,15.8,5.86,26.6,6.94985211673201,29.2182591313491,58.6,266,10,5.63,4.54,2288
"351","Mound",12,35.7,16.1625,39.7875,17.3240055029623,29.1520582463743,258.6,636.6,16,24.83,2.46,2288
"352","Mound Transition",1.55,10,3.96153846153846,23.8846153846154,8.18081056732531,30.101916115858,103,621,26,9.89,6.03,2288
"353","Plane",8.4,63.2,16.9090909090909,73.0727272727273,23.9991855922427,77.7370579699166,186,803.8,11,17.86,4.32,2288
"354","Saddle",10.3,26.4,10.775,26.5,7.44910509166482,13.9814162372773,43.1,106,4,4.14,2.46,2288
"355","Trough",8.8,54.2,25.6142857142857,106.828571428571,33.1549608440642,137.533871152839,179.3,747.8,7,17.21,4.17,2288
"356","Wall",8.1,26.3,8.74166666666667,31.0333333333333,5.10533737347197,17.3896172435965,104.9,372.4,12,10.07,3.55,2288
"357","Bowl",1.6,6.8,2.61052631578947,9.30526315789474,2.52892044091767,6.37751899550379,49.6,176.8,19,9.99,3.56,2338
"358","Bowl Transition",0.9,8.4,1.86842105263158,11.7473684210526,2.11083254548714,9.53329652796232,35.5,223.2,19,7.15,6.29,2338
"359","Mound",3.4,18,4.17272727272727,19.9454545454545,3.83246555206856,15.5956259824205,91.8,438.8,22,18.48,4.78,2338
"360","Mound Transition",0.5,6.6,0.964444444444444,11.2844444444444,1.16290302017986,12.1319629595761,43.4,507.8,45,8.74,11.7,2338
"361","Plane",4.3,37,8.56363636363636,59.1454545454545,10.8714555352329,62.3402336158017,94.2,650.6,11,18.96,6.91,2338
"362","Saddle",9.1,21.4,7.16666666666667,17.7333333333333,5.55817715922526,11.7376885856345,21.5,53.2,3,4.33,2.47,2338
"363","Trough",15.7,92.4,15.2166666666667,94.8333333333333,10.316475496344,67.889488631648,91.3,569,6,18.38,6.23,2338
"364","Wall",2,18.8,3.60526315789474,24.4631578947368,3.39238914241383,21.8061207137995,68.5,464.8,19,13.79,6.79,2338
"365","Bowl",2.95,8.6,5.18,11.82,6.77616566006407,10.0832116855066,103.6,236.4,20,11.17,2.28,2435
"366","Bowl Transition",1.65,15.3,4.15625,18.825,5.71967000796375,20.4717528967762,66.5,301.2,16,7.17,4.53,2435
"367","Mound",4.7,19.6,10.6705882352941,30.8823529411765,12.453100251839,26.4191274291496,181.4,525,17,19.55,2.89,2435
"368","Mound Transition",0.9,10.4,2.54516129032258,18.458064516129,3.72279811518858,19.3121166489426,78.9,572.2,31,8.51,7.25,2435
"369","Plane",6.85,44.5,22.85,101.85,43.7106394370982,170.480924781295,182.8,814.8,8,19.71,4.46,2435
"370","Saddle",10.25,20.9,10.25,20.9,0.494974746830583,2.12132034355964,20.5,41.8,2,2.21,2.04,2435
"371","Trough",19.7,75.2,20.5888888888889,85.6222222222222,17.4787331094422,79.3607865664425,185.3,770.6,9,19.98,4.16,2435
"372","Wall",3.95,20.2,7.81428571428571,34.8857142857143,10.5170818666116,45.5977539450702,109.4,488.4,14,11.79,4.46,2435
"373","Bowl",6.5,17.8,21.6382352941176,32.4117647058824,41.9472613669282,43.3245662322854,735.7,1102,34,13.63,1.5,2441
"374","Bowl Transition",2.5,18.8,8.62777777777778,41,9.91652249030141,39.6390775698456,155.3,738,18,2.88,4.75,2441
"375","Mound",5.3,22.6,24.7533333333333,43.4355555555556,48.4179371345335,49.8134025208786,1113.9,1954.6,45,20.64,1.75,2441
"376","Mound Transition",0.7,8.4,4.76236559139785,20.9913978494624,13.6653156152681,32.5767843981021,442.9,1952.2,93,8.21,4.41,2441
"377","Plane",4,37.8,21.4609756097561,71.6487804878049,65.1035209418384,76.5651981057687,879.9,2937.6,41,16.31,3.34,2441
"378","Saddle",18.4,30.4,31.95,34.85,57.8738832603823,25.9291517233192,383.4,418.2,12,7.1,1.09,2441
"379","Trough",12.6,37.8,50.89,147.62,87.7645708400425,189.94992026986,1017.8,2952.4,20,18.86,2.9,2441
"380","Wall",13.3,58.8,29.0086956521739,102.234782608696,33.5686394915292,106.49905935861,667.2,2351.4,23,12.36,3.52,2441
"381","Bowl",22.05,35.5,64.8590909090909,49.6,90.4866454713512,46.4585837063508,1426.9,1091.2,22,12.58,0.76,2447
"382","Bowl Transition",13.5,48.2,27.252,56.792,33.5251164551793,53.5235300280789,681.3,1419.8,25,6.01,2.08,2447
"383","Mound",10.6,33.6,76.6533333333333,83.2533333333333,158.598168736076,133.431185243189,2299.6,2497.6,30,20.27,1.09,2447
"384","Mound Transition",1.4,11.6,20.8048780487805,61.2829268292683,59.4953147366224,141.732868281212,853,2512.6,41,7.52,2.95,2447
"385","Plane",8.85,52.3,102.066666666667,206.355555555556,304.677198513636,502.029657223581,1837.2,3714.4,18,16.2,2.02,2447
"386","Saddle",91.1,69.3,173.683333333333,91.7,233.801748639027,83.0110113177764,1042.1,550.2,6,9.19,0.53,2447
"387","Trough",75.5,111,145.64,226.186666666667,214.910711692089,294.405497490079,2184.6,3392.8,15,19.26,1.55,2447
"388","Wall",23.9,47.4,67.86,144.933333333333,101.484951734587,194.428373394812,1017.9,2174,15,8.97,2.14,2447
"389","Bowl",1.3,6.4,1.54761904761905,6.8952380952381,0.948482497265525,3.13344478018621,32.5,144.8,21,7.65,4.46,2458
"390","Bowl Transition",1.2,6.6,1.72592592592593,9.88148148148148,2.21404478319529,9.94883205503336,46.6,266.8,27,10.96,5.73,2458
"391","Mound",2.15,15.1,3.61666666666667,20.45,3.84455195180725,18.4709642882858,86.8,490.8,24,20.42,5.65,2458
"392","Mound Transition",0.3,5.6,0.668085106382979,8.2936170212766,0.827806526172244,7.36015726011456,31.4,389.8,47,7.39,12.41,2458
"393","Plane",1.5,13.9,3.46666666666667,25.1666666666667,4.28715641712867,29.4617019884794,83.2,604,24,19.57,7.26,2458
"394","Saddle",1.1,4.7,1.4,5.75,0.828653526310404,2.47857485933617,5.6,23,4,1.32,4.11,2458
"395","Trough",2.4,21.2,4.225,27.42,4.46257832011472,24.1023169884251,84.5,548.4,20,19.88,6.49,2458
"396","Wall",2,16.6,2.56666666666667,18.352380952381,2.01502688154112,11.9630940415772,53.9,385.4,21,12.68,7.15,2458
"397","Bowl",8.75,15.5,17.0875,18.5375,21.8091074248046,10.3709128495679,273.4,296.6,16,3.78,1.08,2459
"398","Bowl Transition",75.4,47.2,106.511111111111,92.9555555555555,129.787214744408,95.4760586627756,958.6,836.6,9,13.27,0.87,2459
"399","Mound",23.7,66.6,121.509090909091,146.563636363636,183.802989391062,177.716466725665,1336.6,1612.2,11,18.5,1.21,2459
"400","Mound Transition",11.55,64.9,53.8333333333333,129.766666666667,91.1725570087576,175.588068207865,646,1557.2,12,8.94,2.41,2459
"401","Plane",25.7,74.8,286.18,334.56,574.104203956041,578.688420482041,1430.9,1672.8,5,19.8,1.17,2459
"402","Saddle",156.45,88.5,156.45,88.5,4.59619407771256,0.989949493661171,312.9,177,2,4.33,0.57,2459
"403","Trough",93.15,109,243.216666666667,237.133333333333,363.274598157739,296.446573039168,1459.3,1422.8,6,20.2,0.97,2459
"404","Wall",29.4,49.4,115.342857142857,202.828571428571,178.635689389913,293.235705615157,807.4,1419.8,7,11.17,1.76,2459
"405","Bowl",9.6,22,14.7470588235294,22.8235294117647,17.0077966550292,15.8913313402215,250.7,388,17,7.27,1.55,2484
"406","Bowl Transition",2.3,10.6,10.2655172413793,30.1448275862069,16.4371373042455,38.9206113794193,297.7,874.2,29,8.63,2.94,2484
"407","Mound",13.3,32.4,27.5060606060606,48.8969696969697,32.7746847753142,50.7185400325197,907.7,1613.6,33,26.31,1.78,2484
"408","Mound Transition",1.4,12.8,5.21052631578947,29.4736842105263,9.9214537423153,39.2124366492306,297,1680,57,8.61,5.66,2484
"409","Plane",4.9,35.7,44.2428571428571,158.314285714286,95.1938565752556,318.214670785771,619.4,2216.4,14,17.96,3.58,2484
"410","Saddle",101.6,67.6,93.8,71.9333333333333,78.2919536095504,50.4397991008423,281.4,215.8,3,8.16,0.77,2484
"411","Trough",16.3,55.6,36.7529411764706,113.717647058824,46.2109986589645,139.890511808763,624.8,1933.2,17,18.11,3.09,2484
"412","Wall",6.9,27.8,8.19523809523809,40.0857142857143,9.89744796351444,51.2902162767353,172.1,841.8,21,4.99,4.89,2484
"413","Bowl",23.9,24.4,36.4466666666667,29.1066666666667,36.4163398699514,15.728566670991,546.7,436.6,15,7.36,0.8,2499
"414","Bowl Transition",41.75,43.7,64.4666666666667,72.8166666666667,69.7643349014554,67.2840631317339,773.6,873.8,12,10.41,1.13,2499
"415","Mound",23.55,60,78.59375,103.775,123.232801200276,115.419417777079,1257.5,1660.4,16,16.92,1.32,2499
"416","Mound Transition",31.2,92.6,134.92,346.32,183.420587721226,418.951873131032,674.6,1731.6,5,9.08,2.57,2499
"417","Plane",740,872.1,740,872.1,969.160554294282,1093.61134778311,1480,1744.2,2,19.92,1.18,2499
"418","Saddle",189.8,124.8,189.8,124.8,0,0,189.8,124.8,1,2.55,0.66,2499
"419","Trough",269.2,351.4,303.96,329.4,242.27206401069,225.567595190444,1519.8,1647,5,20.45,1.08,2499
"420","Wall",34.85,66.6,98.83,147.3,175.695001193672,240.117716501257,988.3,1473,10,13.3,1.49,2499
"421","Bowl",309.5,119.4,503.45,170.433333333333,514.051385563739,154.005683877793,3020.7,1022.6,6,12.55,0.34,2546
"422","Bowl Transition",4.2,44.6,74.8571428571429,101.857142857143,131.353071999895,120.259647667631,524,713,7,2.18,1.36,2546
"423","Mound",265.3,297,1347.12,480.84,1809.37452507766,359.314914803157,6735.6,2404.2,5,27.98,0.36,2546
"424","Mound Transition",0.2,4,264.855555555556,301.644444444444,704.52624704675,661.829085019522,2383.7,2714.8,9,9.9,1.14,2546
"425","Plane",845.95,787.9,1191.025,886,762.542096652156,482.676344286037,4764.1,3544,4,19.79,0.74,2546
"426","Saddle",232,151.6,457.866666666667,258.2,463.678739358765,189.507044723936,1373.6,774.6,3,5.71,0.56,2546
"427","Trough",216.05,457.5,663.266666666667,494.966666666667,813.049141606254,364.232176868912,3979.6,2969.8,6,16.53,0.75,2546
"428","Wall",18.95,78.4,215.783333333333,280.7,331.003386186103,405.059062360046,1294.7,1684.2,6,5.38,1.3,2546
"429","Bowl",49.9,38.8,81.2052631578947,56.4,80.3659994005495,45.4743395285248,1542.9,1071.6,19,13.47,0.69,2556
"430","Bowl Transition",11.5,28.2,27.35,53.4,41.4096058245603,62.9782646488598,328.2,640.8,12,2.86,1.95,2556
"431","Mound",63.35,56.3,110.246153846154,90.3923076923077,133.741075906452,83.8626015483752,2866.4,2350.2,26,25.02,0.82,2556
"432","Mound Transition",1.3,11.8,14.3056338028169,46.2816901408451,34.9566706788518,74.3605392854093,1015.7,3286,71,8.86,3.24,2556
"433","Plane",71.75,172.1,169.441666666667,342.866666666667,289.962823505275,488.650091082721,2033.3,4114.4,12,17.75,2.02,2556
"434","Saddle",72.3,68.8,72.7272727272727,68.0363636363636,46.7113281958261,34.3262952480244,800,748.4,11,6.98,0.94,2556
"435","Trough",65.9,62.4,116.188235294118,186.858823529412,133.289158797485,214.301618807534,1975.2,3176.6,17,17.24,1.61,2556
"436","Wall",17.2,55.6,37.2916666666667,98.9,41.5340605817177,97.3242362236753,895,2373.6,24,7.81,2.65,2556
"437","Bowl",37,40.8,31.6,41.6,27.6723688902848,29.8633554712125,158,208,5,11.26,1.32,2563
"438","Bowl Transition",7.35,29.6,11.9666666666667,34.8,12.8769043899016,32.4444140030299,71.8,208.8,6,5.12,2.91,2563
"439","Mound",11.2,32.6,50.5285714285714,55.3714285714286,80.8566574106242,61.2843023480378,353.7,387.6,7,25.21,1.1,2563
"440","Mound Transition",3.05,18.5,8.31428571428571,33.0142857142857,10.5999896330034,43.7276511206293,116.4,462.2,14,8.3,3.97,2563
"441","Plane",35.8,87.4,37.1285714285714,113.714285714286,25.7464375714204,94.9316847101365,259.9,796,7,18.53,3.06,2563
"442","Saddle",45.65,49.9,45.65,49.9,36.4159992311072,33.799704140717,91.3,99.8,2,6.51,1.09,2563
"443","Trough",4.15,29.7,64.1,153.3,120.93709108458,262.516970879979,256.4,613.2,4,18.28,2.39,2563
"444","Wall",27.1,129.8,31.7333333333333,137.266666666667,18.6859126973593,62.1373746897415,95.2,411.8,3,6.79,4.33,2563
"445","Bowl",71.2,61.4,149.746666666667,68,185.366813437059,61.5064688816202,2246.2,1020,15,13.32,0.45,2668
"446","Bowl Transition",17.75,44,91.25,110.98,152.999297384008,162.621836718744,912.5,1109.8,10,5.41,1.22,2668
"447","Mound",35.3,66.9,107.985714285714,104.614285714286,174.690061440649,117.730324971901,3023.6,2929.2,28,17.93,0.97,2668
"448","Mound Transition",0.5,9.6,44.6727272727273,105.187878787879,109.364251679672,225.438372617629,1474.2,3471.2,33,8.74,2.35,2668
"449","Plane",32.7,124.4,1135.76666666667,1247.73333333333,1912.03994292309,2012.02230935279,3407.3,3743.2,3,20.2,1.1,2668
"450","Saddle",137,124.3,137,124.3,48.9317892581091,78.7716954241814,274,248.6,2,1.62,0.91,2668
"451","Trough",12,21.2,400.788888888889,360.688888888889,761.249235540576,696.241740425774,3607.1,3246.2,9,21.39,0.9,2668
"452","Wall",43.7,102.4,147.876923076923,204.492307692308,190.91935100912,257.136716104937,1922.4,2658.4,13,11.4,1.38,2668
"453","Bowl",11.4,21.2,23.0315789473684,26.9789473684211,31.8117038670357,19.7725842448401,437.6,512.6,19,9.03,1.17,2696
"454","Bowl Transition",10.3,33,18,47.6588235294118,22.9783593844295,63.1616087788255,306,810.2,17,6.32,2.65,2696
"455","Mound",20,42.5,37.8692307692308,57.7769230769231,54.5899094648875,52.7565071451271,984.6,1502.2,26,20.32,1.53,2696
"456","Mound Transition",4.5,30.2,16.4740740740741,62.962962962963,30.4818810316075,92.4341102047547,444.8,1700,27,9.18,3.82,2696
"457","Plane",25.2,68.6,72.9384615384615,156.953846153846,87.9275320786152,166.537266176796,948.2,2040.4,13,19.57,2.15,2696
"458","Saddle",151.45,117.9,151.45,117.9,76.8625071149777,24.1830519165799,302.9,235.8,2,6.25,0.78,2696
"459","Trough",126,279.6,175.76,326.4,234.544650333364,319.379867868969,878.8,1632,5,18.14,1.86,2696
"460","Wall",25.5,120.2,41.7692307692308,131.6,34.3141220834655,98.4390843787839,543,1710.8,13,11.21,3.15,2696
"461","Bowl",2.05,9.3,3.55833333333333,12.2833333333333,3.89391014686832,9.92334387306962,85.4,294.8,24,10.7,3.45,2769
"462","Bowl Transition",2.4,9.8,3.59375,23.5625,5.47107165005175,33.0630281936385,57.5,377,16,7.2,6.56,2769
"463","Mound",4.8,24.5,8.2,41.0125,8.53588503515209,39.0192751513061,131.2,656.2,16,16.44,5,2769
"464","Mound Transition",0.7,7.8,1.3,13.7047619047619,1.48537586604019,13.730666272377,54.6,575.6,42,6.84,10.54,2769
"465","Plane",5.2,40.9,9.45625,56.175,12.1441875671725,53.6993047751396,151.3,898.8,16,18.96,5.94,2769
"466","Saddle",16.55,34.7,14.4,30.8,9.97630526130123,20.6345987764886,57.6,123.2,4,7.22,2.14,2769
"467","Trough",3.7,23.2,10.1333333333333,52.6266666666667,14.0361607829139,74.3867064416626,152,789.4,15,19.04,5.19,2769
"468","Wall",2.9,22,4.4625,29.4666666666667,4.43050811689958,26.2768316974854,107.1,707.2,24,13.42,6.6,2769
"469","Bowl",3.6,12.8,7.4,18.3636363636364,7.69246384456892,14.3704747818068,81.4,202,11,14.45,2.48,2771
"470","Bowl Transition",2.1,12.6,2.93,13.34,3.12767219083671,10.3576273559365,29.3,133.4,10,5.2,4.55,2771
"471","Mound",2,22.4,6.10666666666667,36.4666666666667,9.22732484577864,42.6669940463631,91.6,547,15,16.26,5.97,2771
"472","Mound Transition",0.65,8.3,1.22857142857143,14.2428571428571,1.43909877736217,13.4506348073084,34.4,398.8,28,6.11,11.59,2771
