"RS","Condition","unit.type","variable","avg","sd","med","min","max","n"
"WA","good","Rapid","perim.med",30.2,NA,30.2,30.2,30.2,1
"WA","good","Rapid","perim.sd",20.823,NA,20.823,20.823,20.823,1
"WA","good","Rapid","perim.sum",176.365,NA,176.365,176.365,176.365,1
"WA","good","Riffle","area.mean",100.4755,66.7714746063018,117.5735,10.974,174.952,6
"WA","good","Riffle","area.med",78.6591666666667,55.4834724414998,81.5325,11.47,164.89,6
"WA","good","Riffle","area.ratio",0.0641666666666667,0.0269103449748729,0.0525,0.041,0.103,6
"WA","good","Riffle","area.sd",101.7495,83.651816632396,102.6025,5.12,234.027,6
"WA","good","Riffle","area.sum",629.400166666667,472.085132403221,673.425,54.87,1152.991,6
"WA","good","Riffle","n",6,1.67332005306815,6,4,9,6
"WA","good","Riffle","perim.area.ratio",0.954833333333333,0.587543842335759,0.7425,0.519,2.089,6
"WA","good","Riffle","perim.mean",67.821,32.6520267793593,82.275,22.92,98.089,6
"WA","good","Riffle","perim.med",62.4166666666667,27.8541499002692,72.75,23.8,93.1,6
"WA","good","Riffle","perim.sd",44.1916666666667,27.79660340881,50.3115,7.882,82.438,6
"WA","good","Riffle","perim.sum",426.4995,283.824242166697,416.7,114.6,882.797,6
"WA","good","Transition","area.mean",122.033,104.371156218565,80.947,33.078,320.089,6
"WA","good","Transition","area.med",51.636,37.1017271026566,41.21,23.45,124.01,6
"WA","good","Transition","area.ratio",0.1805,0.0255949213712408,0.18,0.138,0.209,6
"WA","good","Transition","area.sd",173.774,170.615075799297,106.0535,23.286,478.623,6
"WA","good","Transition","area.sum",1731.96566666667,1610.39832530733,1313.643,264.626,4801.332,6
"WA","good","Transition","n",13.5,4.50555213042752,13.5,8,21,6
"WA","good","Transition","perim.area.ratio",2.31466666666667,0.579239731602267,2.2765,1.628,3.235,6
"WA","good","Transition","perim.mean",241.2255,147.356889510806,183.494,106.992,521.012,6
"WA","good","Transition","perim.med",123.3495,55.3757692560564,115.6995,65.6,216,6
"WA","good","Transition","perim.sd",299.452333333333,254.345060060278,222.904,55.641,760.11,6
"WA","good","Transition","perim.sum",3397.18866666667,2419.96779813721,3120.6955,855.939,7815.183,6
"WA","mod","Bank","area.mean",87.6078888888889,158.103974276775,8.375,5.264,475.537,9
"WA","mod","Bank","area.med",18.9783333333333,24.695690666592,6.23,3.98,80.835,9
"WA","mod","Bank","area.ratio",0.0974444444444444,0.0271436507820481,0.094,0.059,0.137,9
"WA","mod","Bank","area.sd",138.112222222222,267.720641721356,10.751,4.457,790.795,9
"WA","mod","Bank","area.sum",518.469555555556,694.881185204908,131.27,57.64,1973.066,9
"WA","mod","Bank","n",12.7777777777778,6.37921973633488,13,3,20,9
"WA","mod","Bank","perim.area.ratio",4.12466666666667,1.99931900906284,4.423,1.144,6.44,9
"WA","mod","Bank","perim.mean",138.259111111111,169.611116536066,40.422,31.073,544,9
"WA","mod","Bank","perim.med",50.7886666666667,30.9074053707198,30.6,21.2,106.997,9
"WA","mod","Bank","perim.sd",179.381222222222,262.271275480073,46.707,19.844,806.445,9
"WA","mod","Bank","perim.sum",1078.06177777778,754.666289953344,742,363.8,2506.569,9
"WA","mod","Cascade","area.mean",9.42,NA,9.42,9.42,9.42,1
"WA","mod","Cascade","area.med",9.42,NA,9.42,9.42,9.42,1
"WA","mod","Cascade","area.ratio",0.01,NA,0.01,0.01,0.01,1
"WA","mod","Cascade","area.sd",NA,NA,NA,Inf,-Inf,0
"WA","mod","Cascade","area.sum",9.42,NA,9.42,9.42,9.42,1
"WA","mod","Cascade","n",1,NA,1,1,1,1
"WA","mod","Cascade","perim.area.ratio",5.244,NA,5.244,5.244,5.244,1
"WA","mod","Cascade","perim.mean",49.4,NA,49.4,49.4,49.4,1
"WA","mod","Cascade","perim.med",49.4,NA,49.4,49.4,49.4,1
"WA","mod","Cascade","perim.sd",NA,NA,NA,Inf,-Inf,0
"WA","mod","Cascade","perim.sum",49.4,NA,49.4,49.4,49.4,1
"WA","mod","Chute","area.mean",15.22,14.0289985387411,15.22,5.3,25.14,2
"WA","mod","Chute","area.med",15.22,14.0289985387411,15.22,5.3,25.14,2
"WA","mod","Chute","area.ratio",0.0045,0.00353553390593274,0.0045,0.002,0.007,2
"WA","mod","Chute","area.sd",0.537,NA,0.537,0.537,0.537,1
"WA","mod","Chute","area.sum",17.87,10.2813325984524,17.87,10.6,25.14,2
"WA","mod","Chute","n",1.5,0.707106781186548,1.5,1,2,2
"WA","mod","Chute","perim.area.ratio",3.4715,2.32143156263544,3.4715,1.83,5.113,2
"WA","mod","Chute","perim.mean",36.55,13.3643181644257,36.55,27.1,46,2
"WA","mod","Chute","perim.med",36.55,13.3643181644257,36.55,27.1,46,2
"WA","mod","Chute","perim.sd",5.798,NA,5.798,5.798,5.798,1
"WA","mod","Chute","perim.sum",50.1,5.79827560572969,50.1,46,54.2,2
"WA","mod","Glide-Run","area.mean",536.728444444444,1054.59056205502,99.173,31.842,3239.767,9
"WA","mod","Glide-Run","area.med",468.932111111111,1051.79192153515,63.012,23.59,3239.767,9
"WA","mod","Glide-Run","area.ratio",0.279444444444444,0.0670058040603781,0.269,0.19,0.373,9
"WA","mod","Glide-Run","area.sd",350.078,549.087230783734,63.453,18.332,1555.618,9
"WA","mod","Glide-Run","area.sum",1762.142,2511.5586141893,302.992,202.502,6479.534,9
"WA","mod","Glide-Run","n",5.22222222222222,2.22361067735439,5,2,8,9
"WA","mod","Glide-Run","perim.area.ratio",1.72577777777778,0.877529312584169,1.907,0.433,3.081,9
"WA","mod","Glide-Run","perim.mean",347.29,423.828933997845,195.92,82.566,1404.205,9
"WA","mod","Glide-Run","perim.med",313.453555555556,421.696619049202,142,73.477,1404.205,9
"WA","mod","Glide-Run","perim.sd",229.084333333333,236.38806383519,104.842,33.081,665.522,9
"WA","mod","Glide-Run","perim.sum",1376.82233333333,1107.47432460667,784.772,438.642,3461.449,9
"WA","mod","Margin Attached Bar","area.mean",339.901555555556,621.88575271088,12.879,8.383,1474.244,9
"WA","mod","Margin Attached Bar","area.med",183.317222222222,318.804469660785,14.355,4.625,767.49,9
"WA","mod","Margin Attached Bar","area.ratio",0.221444444444444,0.0439861089183594,0.224,0.169,0.306,9
"WA","mod","Margin Attached Bar","area.sd",456.793222222222,866.017896929356,14.526,9.118,2213.786,9
"WA","mod","Margin Attached Bar","area.sum",1892.37444444444,3011.76594746081,283.329,134.96,7371.218,9
"WA","mod","Margin Attached Bar","n",14.1111111111111,6.75359986311827,15,5,22,9
"WA","mod","Margin Attached Bar","perim.area.ratio",2.43055555555556,1.72650123885788,2.606,0.304,5.042,9
"WA","mod","Margin Attached Bar","perim.mean",143.170444444444,182.466490363375,42.853,32.518,497,9
"WA","mod","Margin Attached Bar","perim.med",100.122333333333,131.099708100362,34.4,23.7,413.6,9
"WA","mod","Margin Attached Bar","perim.sd",135.985,191.488892319502,41.406,25.529,564.136,9
"WA","mod","Margin Attached Bar","perim.sum",1159.16577777778,745.824669199936,845.4,433.894,2485,9
"WA","mod","Mid Channel Bar","area.mean",39.4983333333333,69.3978145035322,10.7305,1.486,179.77,6
"WA","mod","Mid Channel Bar","area.med",38.685,71.4190707724484,8.125,1.16,183.42,6
"WA","mod","Mid Channel Bar","area.ratio",0.0216666666666667,0.0246387229106272,0.0135,0.004,0.069,6
"WA","mod","Mid Channel Bar","area.sd",42.4052,68.0623029121113,13.078,1.409,163.115,5
"WA","mod","Mid Channel Bar","area.sum",154.767333333333,279.559441802037,51.05,4.459,719.08,6
"WA","mod","Mid Channel Bar","n",3.33333333333333,2.06559111797729,3,1,7,6
"WA","mod","Mid Channel Bar","perim.area.ratio",2.15016666666667,1.5215714793156,1.806,0.462,4.911,6
"WA","mod","Mid Channel Bar","perim.mean",32.5313333333333,31.5406333206337,16.3535,7.298,83.05,6
"WA","mod","Mid Channel Bar","perim.med",33.0333333333333,34.8448944131944,13.9,5.2,88,6
"WA","mod","Mid Channel Bar","perim.sd",27.2354,25.9125387081235,11.799,6.32,63.165,5
"WA","mod","Mid Channel Bar","perim.sum",118.140833333333,126.197872027093,79.675,13.2,332.2,6
"WA","mod","Pocket Pool","area.mean",2.124,2.62998234649154,1.076,0.743,8.475,8
"WA","mod","Pocket Pool","area.med",2.06125,2.64372944098727,0.995,0.685,8.475,8
"WA","mod","Pocket Pool","area.ratio",0.00475,0.00225198325291921,0.0045,0.001,0.008,8
"WA","mod","Pocket Pool","area.sd",0.423375,0.319665422188352,0.2535,0.149,0.969,8
"WA","mod","Pocket Pool","area.sum",8.655,4.90061512174019,6.965,2.23,16.95,8
"WA","mod","Pocket Pool","n",5.625,2.19983765634778,6,2,8,8
"WA","mod","Pocket Pool","perim.area.ratio",4.739375,1.71138723492293,5.1805,1.676,6.908,8
"WA","mod","Pocket Pool","perim.mean",6.7255,3.17965195759356,5.569,4.433,14.2,8
"WA","mod","Pocket Pool","perim.med",6.6375,3.20888832552868,5.5,4.4,14.2,8
"WA","mod","Pocket Pool","perim.sd",1.09475,0.222825844871858,1.0955,0.731,1.414,8
"WA","mod","Pocket Pool","perim.sum",33.875,10.6507880325488,36.1,15.4,51.6,8
"WA","mod","Pond","area.mean",3.05,NA,3.05,3.05,3.05,1
"WA","mod","Pond","area.med",3.05,NA,3.05,3.05,3.05,1
"WA","mod","Pond","area.ratio",0.002,NA,0.002,0.002,0.002,1
"WA","mod","Pond","area.sd",NA,NA,NA,Inf,-Inf,0
"WA","mod","Pond","area.sum",3.05,NA,3.05,3.05,3.05,1
"WA","mod","Pond","n",1,NA,1,1,1,1
"WA","mod","Pond","perim.area.ratio",3.016,NA,3.016,3.016,3.016,1
"WA","mod","Pond","perim.mean",9.2,NA,9.2,9.2,9.2,1
"WA","mod","Pond","perim.med",9.2,NA,9.2,9.2,9.2,1
"WA","mod","Pond","perim.sd",NA,NA,NA,Inf,-Inf,0
"WA","mod","Pond","perim.sum",9.2,NA,9.2,9.2,9.2,1
"WA","mod","Pool","area.mean",108.724555555556,192.868823717126,8.779,4.946,503.452,9
"WA","mod","Pool","area.med",67.7888888888889,117.671980277214,6.4,2.97,309.495,9
"WA","mod","Pool","area.ratio",0.106444444444444,0.0296484026176416,0.104,0.065,0.158,9
"WA","mod","Pool","area.sd",127.97,231.211696963519,7.498,3.264,555.773,9
"WA","mod","Pool","area.sum",994.007777777778,1659.5926746854,128.5,38.18,4621.22,9
"WA","mod","Pool","n",14.3333333333333,8.52936105461599,12,6,31,9
"WA","mod","Pool","perim.area.ratio",1.79266666666667,1.08119158801759,2.083,0.296,3.235,9
"WA","mod","Pool","perim.mean",47.9361111111111,56.0744058003392,19.34,14.128,170.433,9
"WA","mod","Pool","perim.med",36.6777777777778,40.0350714304901,15.3,9.6,119.4,9
"WA","mod","Pool","perim.sd",40.1515555555556,54.4363890727313,11.141,5.885,154.006,9
"WA","mod","Pool","perim.sum",510.311666666667,436.700646868081,350.8,107.2,1369.6,9
"WA","mod","Rapid","area.mean",10.862,3.06560238778613,10.4935,7.58,14.881,4
"WA","mod","Rapid","area.med",10.4475,2.1222531265929,10.795,7.58,12.62,4
"WA","mod","Rapid","area.ratio",0.026,0.0254689353265241,0.022,0.001,0.059,4
"WA","mod","Rapid","area.sd",4.9035,2.57881843098734,4.9035,3.08,6.727,2
"WA","mod","Rapid","area.sum",30.6365,30.6962446508798,20.28,7.58,74.406,4
"WA","mod","Rapid","n",2.5,1.91485421551268,2,1,5,4
"WA","mod","Rapid","perim.area.ratio",2.479,0.478689182385954,2.3455,2.058,3.167,4
"WA","mod","Rapid","perim.mean",26.96825,8.47345849796095,28.5,15.6,35.273,4
"WA","mod","Rapid","perim.med",25.95,7.34370478709486,28.1,15.6,32,4
"WA","mod","Rapid","perim.sd",11.925,12.5836722779958,11.925,3.027,20.823,2
"WA","mod","Rapid","perim.sum",77.74125,74.1578618415921,59.5,15.6,176.365,4
"WA","mod","Riffle","area.mean",100.823222222222,151.437547310581,15.588,5.514,457.87,9
"WA","mod","Riffle","area.med",67.4416666666667,84.0722054248608,18.175,4.73,231.99,9
"WA","mod","Riffle","area.ratio",0.0554444444444444,0.0311492821390442,0.043,0.022,0.12,9
"WA","mod","Riffle","area.sd",89.0453333333333,150.747089180024,11.058,0.537,463.656,9
"WA","mod","Riffle","area.sum",377.593333333333,500.919670755701,62.35,20.52,1373.61,9
"WA","mod","Riffle","n",4.11111111111111,1.53659074288215,4,2,7,9
"WA","mod","Riffle","perim.area.ratio",1.55877777777778,0.773288881624742,1.828,0.564,2.59,9
"WA","mod","Riffle","perim.mean",73.6826666666667,80.8949555179431,28.5,14.28,258.2,9
"WA","mod","Riffle","perim.med",60.4777777777778,52.4402464186091,29.8,13.4,151.6,9
"WA","mod","Riffle","perim.sd",46.1896666666667,60.409202709521,19.153,2.121,189.507,9
"WA","mod","Riffle","perim.sum",293.977666666667,290.009378191465,114.6,41.8,774.6,9
"WA","mod","Transition","area.mean",422.515666666667,775.698040685775,36.66,11.225,2061.326,9
"WA","mod","Transition","area.med",150.090555555556,335.218333221839,28.111,8.945,1038.4,9
"WA","mod","Transition","area.ratio",0.207,0.0416503301307445,0.196,0.141,0.281,9
"WA","mod","Transition","area.sd",623.900222222222,1312.35450620686,51.377,7.349,3896.438,9
"WA","mod","Transition","area.sum",1709.63366666667,2806.0251936598,264.626,112.25,8245.303,9
"WA","mod","Transition","n",8,4.06201920231798,8,3,17,9
"WA","mod","Transition","perim.area.ratio",3.07811111111111,1.80219036483694,3.235,0.535,5.463,9
"WA","mod","Transition","perim.mean",354.79,470.480910573957,146.474,56.699,1251.87,9
"WA","mod","Transition","perim.med",265.499666666667,488.659786466003,105.597,39.6,1561.2,9
"WA","mod","Transition","perim.sd",393.510222222222,632.193235789655,97.372,35.204,1878.611,9
"WA","mod","Transition","perim.sum",1776.70722222222,1457.44277178847,1201.572,453.593,4414.236,9
"WA","poor","Bank","area.mean",145.003125,127.046609949721,113.131,5.206,360.705,16
"WA","poor","Bank","area.med",128.3635,151.672208271654,47.7,3.4,448.161,16
"WA","poor","Bank","area.ratio",0.128,0.0207074865688717,0.1315,0.067,0.155,16
"WA","poor","Bank","area.sd",129.7525625,110.439298830908,116.1465,5.075,342.851,16
"WA","poor","Bank","area.sum",894.595125,740.112799750225,665.645,110.8,2640.279,16
"WA","poor","Bank","n",9.375,5.95399025864168,9,2,26,16
"WA","poor","Bank","perim.area.ratio",2.4948125,1.47542971000542,2.237,0.97,6.158,16
"WA","poor","Bank","perim.mean",245.4920625,213.799570865946,211.8635,32.06,749.6,16
"WA","poor","Bank","perim.med",231.2633125,283.944393970538,105.5,18.4,1012.212,16
"WA","poor","Bank","perim.sd",180.360125,150.875842736945,152.417,5.374,575.349,16
"WA","poor","Bank","perim.sum",1484.2360625,719.330413531591,1513.9,490.8,2928.2,16
"WA","poor","Chute","area.mean",17.71,NA,17.71,17.71,17.71,1
"WA","poor","Chute","area.med",17.71,NA,17.71,17.71,17.71,1
"WA","poor","Chute","area.ratio",0.001,NA,0.001,0.001,0.001,1
"WA","poor","Chute","area.sd",NA,NA,NA,Inf,-Inf,0
"WA","poor","Chute","area.sum",17.71,NA,17.71,17.71,17.71,1
"WA","poor","Chute","n",1,NA,1,1,1,1
"WA","poor","Chute","perim.area.ratio",4.314,NA,4.314,4.314,4.314,1
"WA","poor","Chute","perim.mean",76.4,NA,76.4,76.4,76.4,1
"WA","poor","Chute","perim.med",76.4,NA,76.4,76.4,76.4,1
"WA","poor","Chute","perim.sd",NA,NA,NA,Inf,-Inf,0
"WA","poor","Chute","perim.sum",76.4,NA,76.4,76.4,76.4,1
"WA","poor","Glide-Run","area.mean",2136.4476875,2321.43718777139,820.0575,61.785,7708.732,16
"WA","poor","Glide-Run","area.med",1979.8511875,2411.77303909085,589.8585,52.9,7708.732,16
"WA","poor","Glide-Run","area.ratio",0.430375,0.105708325121534,0.4625,0.235,0.591,16
"WA","poor","Glide-Run","area.sd",1330.19933333333,1656.09456853089,802.38,19.346,5193.352,12
"WA","poor","Glide-Run","area.sum",3369.447125,3063.9620947006,2551.8605,302.41,10378.341,16
"WA","poor","Glide-Run","n",2.5,1.50554530541816,2,1,7,16
"WA","poor","Glide-Run","perim.area.ratio",0.83825,0.67613898965622,0.51,0.281,2.247,16
"WA","poor","Glide-Run","perim.mean",878.0383125,785.402631336286,435.136,135.479,2842.823,16
"WA","poor","Glide-Run","perim.med",827.2495,823.212376847352,414.9,98.8,2842.823,16
"WA","poor","Glide-Run","perim.sd",398.841416666667,272.314399299933,436.3875,29.039,939.732,12
"WA","poor","Glide-Run","perim.sum",1466.2991875,746.176280701124,1329.6995,522.6,2954.983,16
"WA","poor","Margin Attached Bar","area.mean",178.1176875,253.941460071337,89.6215,8.916,1001.684,16
"WA","poor","Margin Attached Bar","area.med",91.4368125,81.2914545071979,57.84,5.42,281.92,16
"WA","poor","Margin Attached Bar","area.ratio",0.168,0.0394005076109433,0.1675,0.104,0.271,16
"WA","poor","Margin Attached Bar","area.sd",205.1125625,336.054579579562,73.426,8.412,1306.781,16
"WA","poor","Margin Attached Bar","area.sum",1295.2245,1366.48167756903,762.775,133.04,5008.419,16
"WA","poor","Margin Attached Bar","n",10.25,4.68330367724893,10,5,22,16
"WA","poor","Margin Attached Bar","perim.area.ratio",1.7188125,1.29307237326454,1.41,0.489,5.155,16
"WA","poor","Margin Attached Bar","perim.mean",149.1909375,115.200756770934,121.3575,37.133,489.96,16
"WA","poor","Margin Attached Bar","perim.med",111.5375,82.0031696541867,95,30.5,349,16
"WA","poor","Margin Attached Bar","perim.sd",134.0835,133.896689246598,91.993,29.993,555.793,16
"WA","poor","Margin Attached Bar","perim.sum",1242.324875,629.402715517061,999.699,557,2449.8,16
"WA","poor","Mid Channel Bar","area.mean",20.981,24.4208152198079,10.125,1.568,67.318,9
"WA","poor","Mid Channel Bar","area.med",19.5555555555556,22.8982203790552,9.865,1.585,59.92,9
"WA","poor","Mid Channel Bar","area.ratio",0.00944444444444444,0.0112150692275071,0.007,0,0.034,9
"WA","poor","Mid Channel Bar","area.sd",13.746,15.3577120854638,9.815,0.926,39.744,5
"WA","poor","Mid Channel Bar","area.sum",68.0467777777778,106.674669701595,40.5,1.74,336.59,9
"WA","poor","Mid Channel Bar","n",2.77777777777778,1.98606254796883,2,1,6,9
"WA","poor","Mid Channel Bar","perim.area.ratio",2.13155555555556,1.22455227645772,1.954,0.585,3.937,9
"WA","poor","Mid Channel Bar","perim.mean",25.6906666666667,30.2026003309318,14.35,6,100.2,9
"WA","poor","Mid Channel Bar","perim.med",25.3,30.1515339576613,14.8,5.9,100.2,9
"WA","poor","Mid Channel Bar","perim.sd",7.4276,5.25220856402333,6.223,3.065,15.713,5
"WA","poor","Mid Channel Bar","perim.sum",63.9211111111111,63.9451914619943,57.4,6,196.8,9
"WA","poor","Pocket Pool","area.mean",2.9602,1.76867501658324,2.457,0.569,6.22,15
"WA","poor","Pocket Pool","area.med",2.83433333333333,1.62977525473679,2.485,0.59,6.22,15
"WA","poor","Pocket Pool","area.ratio",0.0028,0.00185933936040274,0.003,0,0.007,15
"WA","poor","Pocket Pool","area.sd",0.808642857142857,0.649546067193539,0.6675,0.119,2.659,14
"WA","poor","Pocket Pool","area.sum",12.708,9.44394757049644,9.15,1.67,28.49,15
"WA","poor","Pocket Pool","n",4.53333333333333,2.74815955730029,4,1,10,15
"WA","poor","Pocket Pool","perim.area.ratio",3.55,1.38127984130661,3.191,1.994,7.03,15
"WA","poor","Pocket Pool","perim.mean",8.5474,2.67429031440386,8.075,4,13.08,15
"WA","poor","Pocket Pool","perim.med",8.21333333333333,2.40174539707708,8.1,3.8,12.4,15
"WA","poor","Pocket Pool","perim.sd",1.69064285714286,1.05011490998644,1.2205,0.739,3.893,14
"WA","poor","Pocket Pool","perim.sum",37.5466666666667,23.5792241077566,29.2,7,87,15
"WA","poor","Pond","area.mean",11.41,NA,11.41,11.41,11.41,1
"WA","poor","Pond","area.med",11.41,NA,11.41,11.41,11.41,1
"WA","poor","Pond","area.ratio",0.001,NA,0.001,0.001,0.001,1
"WA","poor","Pond","area.sd",NA,NA,NA,Inf,-Inf,0
"WA","poor","Pond","area.sum",11.41,NA,11.41,11.41,11.41,1
"WA","poor","Pond","n",1,NA,1,1,1,1
"WA","poor","Pond","perim.area.ratio",1.367,NA,1.367,1.367,1.367,1
"WA","poor","Pond","perim.mean",15.6,NA,15.6,15.6,15.6,1
"WA","poor","Pond","perim.med",15.6,NA,15.6,15.6,15.6,1
"WA","poor","Pond","perim.sd",NA,NA,NA,Inf,-Inf,0
"WA","poor","Pond","perim.sum",15.6,NA,15.6,15.6,15.6,1
"WA","poor","Pool","area.mean",59.859625,63.9712829717366,36.123,2.902,186.887,16
"WA","poor","Pool","area.med",30.6884375,39.2867239543144,14.6675,1.9,154.215,16
"WA","poor","Pool","area.ratio",0.0771875,0.0403438863604719,0.075,0.021,0.132,16
"WA","poor","Pool","area.sd",74.220625,79.3462721450521,54.6055,2.366,234.664,16
"WA","poor","Pool","area.sum",607.9006875,711.676604193105,360.9995,52.35,2225.74,16
"WA","poor","Pool","n",10.5625,4.08197256237717,10,6,20,16
"WA","poor","Pool","perim.area.ratio",1.2459375,0.861286748127475,1.0395,0.437,3.811,16
"WA","poor","Pool","perim.mean",40.307125,24.6857982488583,37.5595,11.06,81.85,16
"WA","poor","Pool","perim.med",28.1625,17.9632541595336,23.55,9.1,73.3,16
"WA","poor","Pool","perim.sd",33.9733125,24.5227709601199,28.87,5.743,74.249,16
"WA","poor","Pool","perim.sum",407.45,273.130537777574,289.8,105,982.2,16
"WA","poor","Rapid","area.mean",11.4,6.51952452253997,11.4,6.79,16.01,2
"WA","poor","Rapid","area.med",11.4,6.51952452253997,11.4,6.79,16.01,2
"WA","poor","Rapid","area.ratio",0.0085,0.00636396103067893,0.0085,0.004,0.013,2
"WA","poor","Rapid","area.sd",4.115,NA,4.115,4.115,4.115,1
"WA","poor","Rapid","area.sum",14.795,1.71826947828331,14.795,13.58,16.01,2
"WA","poor","Rapid","n",1.5,0.707106781186548,1.5,1,2,2
"WA","poor","Rapid","perim.area.ratio",2.256,0.558614357137372,2.256,1.861,2.651,2
"WA","poor","Rapid","perim.mean",23.9,8.34386001800126,23.9,18,29.8,2
"WA","poor","Rapid","perim.med",23.9,8.34386001800126,23.9,18,29.8,2
"WA","poor","Rapid","perim.sd",10.465,NA,10.465,10.465,10.465,1
"WA","poor","Rapid","perim.sum",32.9,4.38406204335659,32.9,29.8,36,2
"WA","poor","Riffle","area.mean",111.276538461538,98.3686540126947,115.26,2.898,363.14,13
"WA","poor","Riffle","area.med",108.028076923077,98.8959745671022,94.74,2.335,363.14,13
"WA","poor","Riffle","area.ratio",0.0283076923076923,0.0216848050309605,0.021,0.003,0.079,13
"WA","poor","Riffle","area.sd",75.892875,84.1908661358014,70.4745,1.93,258.944,8
"WA","poor","Riffle","area.sum",217.816153846154,219.484477110131,123.88,11.59,726.28,13
"WA","poor","Riffle","n",1.92307692307692,0.954073587443029,2,1,4,13
"WA","poor","Riffle","perim.area.ratio",1.18730769230769,0.820739746064019,0.923,0.618,3.744,13
"WA","poor","Riffle","perim.mean",92.2704615384615,69.3817943503138,93.467,10.85,274.1,13
"WA","poor","Riffle","perim.med",87.5922307692308,69.856303352136,82.8,9.9,274.1,13
"WA","poor","Riffle","perim.sd",64.485375,72.1290008881656,57.3385,3.646,227.264,8
"WA","poor","Riffle","perim.sum",176.415230769231,155.423153087066,123.6,29.8,548.2,13
"WA","poor","Transition","area.mean",248.13025,364.294983617672,129.8235,19.156,1473.716,16
"WA","poor","Transition","area.med",204.7160625,362.4985649852,59.9425,9.1,1473.716,16
"WA","poor","Transition","area.ratio",0.1643125,0.082638746965331,0.127,0.082,0.295,16
"WA","poor","Transition","area.sd",219.594,304.75438699948,109.302,19.425,1061.711,15
"WA","poor","Transition","area.sum",998.952125,874.832724001099,644.655,210.197,2947.432,16
"WA","poor","Transition","n",6.5,2.82842712474619,7,1,11,16
"WA","poor","Transition","perim.area.ratio",2.384,1.19396471192968,2.219,0.691,5.591,16
"WA","poor","Transition","perim.mean",351.18475,281.491152116131,232.1625,97.533,1018.8,16
"WA","poor","Transition","perim.med",290.3120625,287.982276602449,157.95,65.8,1018.8,16
"WA","poor","Transition","perim.sd",261.5122,269.002386966892,166.416,32.45,1064.086,15
"WA","poor","Transition","perim.sum",1693.37825,896.311500817248,1353.255,780.26,3700.182,16
