"RS","Condition","unit.type","variable","avg","sd","med","min","max","n"
"CV","poor","Cascade","area.med",15.67,19.1638061633556,7.5,3.69,43.99,4
"CV","poor","Cascade","area.ratio",0.0485,0.0570642912278189,0.0295,0.006,0.129,4
"CV","poor","Cascade","area.sd",38.8395,46.0715423282095,38.8395,6.262,71.417,2
"CV","poor","Cascade","area.sum",70.961,94.4915607025305,37.9,3.69,204.354,4
"CV","poor","Cascade","n",2.5,1.91485421551268,2,1,5,4
"CV","poor","Cascade","perim.area.ratio",1.9625,0.935360714733448,2.181,0.776,2.712,4
"CV","poor","Cascade","perim.mean",24.4415,19.946292111568,17.44,10,52.886,4
"CV","poor","Cascade","perim.med",23,20.9971426627529,13.9,10,54.2,4
"CV","poor","Cascade","perim.sd",20.02,12.4889199693168,20.02,11.189,28.851,2
"CV","poor","Cascade","perim.sum",74.5645,75.6679199374918,64.8,10,158.658,4
"CV","poor","Glide-Run","area.mean",24.859,16.8837580532297,16.257,10.339,48.203,5
"CV","poor","Glide-Run","area.med",20.13,10.5151509737141,16.1,9.22,32.84,5
"CV","poor","Glide-Run","area.ratio",0.1084,0.0487883182739475,0.124,0.033,0.161,5
"CV","poor","Glide-Run","area.sd",15.0534,18.373410089039,7.811,2.149,47.368,5
"CV","poor","Glide-Run","area.sum",91.8982,38.5887488032457,93.048,48.77,144.61,5
"CV","poor","Glide-Run","n",4.6,2.60768096208106,3,3,9,5
"CV","poor","Glide-Run","perim.area.ratio",1.9168,0.715527567603094,1.895,1.088,2.89,5
"CV","poor","Glide-Run","perim.mean",38.7494,12.4624994804413,30.8,28.334,52.467,5
"CV","poor","Glide-Run","perim.med",33.374,4.83036023501353,32.6,29.2,41.6,5
"CV","poor","Glide-Run","perim.sd",19.4272,12.8691313692883,15.835,5.717,37.403,5
"CV","poor","Glide-Run","perim.sum",163.4364,64.6636072671483,156.8,92.4,268.912,5
"CV","poor","Margin Attached Bar","area.mean",10.5134,6.4813124288218,8.128,4.573,19.65,5
"CV","poor","Margin Attached Bar","area.med",5.942,4.05875227132674,3.75,2.29,11.44,5
"CV","poor","Margin Attached Bar","area.ratio",0.193,0.0552765773180648,0.196,0.112,0.257,5
"CV","poor","Margin Attached Bar","area.sd",10.8164,4.96941428138166,12.81,5.296,16.302,5
"CV","poor","Margin Attached Bar","area.sum",172.8402,54.8234808289295,176.85,98.241,251.96,5
"CV","poor","Margin Attached Bar","n",21,11.5108644332213,18,9,35,5
"CV","poor","Margin Attached Bar","perim.area.ratio",3.2682,0.725635721281691,2.953,2.533,4.101,5
"CV","poor","Margin Attached Bar","perim.mean",31.0222,13.5339286683505,24.006,18.754,49.778,5
"CV","poor","Margin Attached Bar","perim.med",23.68,11.0946834114363,19,13.6,37.8,5
"CV","poor","Margin Attached Bar","perim.sd",27.827,13.2607588018182,29.422,14.824,48.121,5
"CV","poor","Margin Attached Bar","perim.sum",546.0226,148.323262685932,489.6,391.913,744.2,5
"CV","poor","Mid Channel Bar","area.mean",5.4824,7.84023014968311,2.99,0.61,19.34,5
"CV","poor","Mid Channel Bar","area.med",5.301,7.91000189633353,2.515,0.61,19.34,5
"CV","poor","Mid Channel Bar","area.ratio",0.0092,0.00878635305459552,0.007,0.001,0.023,5
"CV","poor","Mid Channel Bar","area.sd",3.6035,1.03591143443829,3.6035,2.871,4.336,2
"CV","poor","Mid Channel Bar","area.sum",12.2404,14.433285516472,5.98,0.61,34.222,5
"CV","poor","Mid Channel Bar","n",3,3.93700393700591,1,1,10,5
"CV","poor","Mid Channel Bar","perim.area.ratio",3.814,2.06052469046115,3.512,1.262,6.23,5
"CV","poor","Mid Channel Bar","perim.mean",10.7236,8.2257877920598,7.6,3.8,24.4,5
"CV","poor","Mid Channel Bar","perim.med",9.86,8.28239095913734,7.6,3.8,24.4,5
"CV","poor","Mid Channel Bar","perim.sd",8.901,6.98762921168546,8.901,3.96,13.842,2
"CV","poor","Mid Channel Bar","perim.sum",33.8764,48.9390966896611,15.2,3.8,120.182,5
"CV","poor","Pocket Pool","area.mean",1.0772,0.480831779315802,0.976,0.676,1.892,5
"CV","poor","Pocket Pool","area.med",1.077,0.49086148759095,0.89,0.725,1.92,5
"CV","poor","Pocket Pool","area.ratio",0.0104,0.00531977443130815,0.007,0.006,0.018,5
"CV","poor","Pocket Pool","area.sd",0.238,0.134145443455974,0.187,0.111,0.425,5
"CV","poor","Pocket Pool","area.sum",8.858,2.65817982837881,10.12,5.32,11.35,5
"CV","poor","Pocket Pool","n",9,3.39116499156263,10,5,13,5
"CV","poor","Pocket Pool","perim.area.ratio",5.1076,0.916127611198353,5.226,3.577,5.917,5
"CV","poor","Pocket Pool","perim.mean",5.1516,1.0775826186423,5,4,6.767,5
"CV","poor","Pocket Pool","perim.med",5.08,1.08258948821795,4.8,4.2,6.8,5
"CV","poor","Pocket Pool","perim.sd",0.8308,0.273771254882612,0.761,0.462,1.189,5
"CV","poor","Pocket Pool","perim.sum",44.2,12.2040976725033,40.6,27.8,57.6,5
"CV","poor","Pool","area.mean",3.4054,1.26566279079382,3.032,2.257,5.573,5
"CV","poor","Pool","area.med",2.578,1.07716410077574,2.51,1.225,4.19,5
"CV","poor","Pool","area.ratio",0.0316,0.0167720004769854,0.037,0.01,0.047,5
"CV","poor","Pool","area.sd",1.9546,1.27958520622896,1.728,0.5,3.915,5
"CV","poor","Pool","area.sum",25.074,8.23466332037929,26.43,15.16,33.44,5
"CV","poor","Pool","n",7.6,2.07364413533277,8,5,10,5
"CV","poor","Pool","perim.area.ratio",3.0356,0.437301726500136,3.047,2.333,3.5,5
"CV","poor","Pool","perim.mean",9.9178,1.96861225232396,9.24,7.9,13,5
"CV","poor","Pool","perim.med",8.46,2.12673458616725,8.5,5.5,11.5,5
"CV","poor","Pool","perim.sd",3.8726,1.42998839156127,4.549,2.151,5.479,5
"CV","poor","Pool","perim.sum",74.6,22.012723593413,78,46.2,105.6,5
"CV","poor","Rapid","area.mean",39.3534,28.0502866794619,37.588,13.386,80.693,5
"CV","poor","Rapid","area.med",35.768,32.0440738670975,32.85,7.92,86.41,5
"CV","poor","Rapid","area.ratio",0.2494,0.0803199850597596,0.225,0.182,0.387,5
"CV","poor","Rapid","area.sd",28.2236,16.0133652084751,28.655,12.786,52.298,5
"CV","poor","Rapid","area.sum",266.146,194.988162662506,187.94,93.699,564.848,5
"CV","poor","Rapid","n",7,1.4142135623731,7,5,9,5
"CV","poor","Rapid","perim.area.ratio",1.841,0.672775965682485,1.869,1.111,2.592,5
"CV","poor","Rapid","perim.mean",58.8926,26.8736936668557,56.457,32.302,98.479,5
"CV","poor","Rapid","perim.med",53.6534,30.8455646373997,48.4,21.467,94.4,5
"CV","poor","Rapid","perim.sd",37.8202,14.5459193487383,37.705,22.317,53.601,5
"CV","poor","Rapid","perim.sum",398.9466,173.830102980755,351.2,226.113,689.353,5
"CV","poor","Riffle","area.mean",6.867,4.72383234249481,3.97,3.248,13.922,5
"CV","poor","Riffle","area.med",7.256,6.53525382062549,3.93,2.615,18.425,5
"CV","poor","Riffle","area.ratio",0.0322,0.0237949574490059,0.034,0.008,0.057,5
"CV","poor","Riffle","area.sd",4.3212,3.68245824144687,3.267,0.511,9.638,5
"CV","poor","Riffle","area.sum",30.798,31.887885944352,12.99,7.22,83.53,5
"CV","poor","Riffle","n",3.8,1.48323969741913,4,2,6,5
"CV","poor","Riffle","perim.area.ratio",2.7678,0.642303432966071,3.006,1.961,3.407,5
"CV","poor","Riffle","perim.mean",16.6666,7.29663811628342,12.3,10.55,27.3,5
"CV","poor","Riffle","perim.med",16.82,8.93683389126149,12.3,9.5,31.5,5
"CV","poor","Riffle","perim.sd",7.6038,5.88799411514652,8.627,0.611,15.736,5
"CV","poor","Riffle","perim.sum",70.28,57.0672585639086,42.2,24.6,163.8,5
"CV","poor","Transition","area.mean",45.6052,52.0618196061183,14.914,6.091,126.17,5
"CV","poor","Transition","area.med",35.8862,52.0777383312678,7.58,4.265,126.17,5
"CV","poor","Transition","area.ratio",0.1974,0.0653781309001718,0.223,0.128,0.28,5
"CV","poor","Transition","area.sd",20.0788,28.467620671563,7.951,2.744,70.098,5
"CV","poor","Transition","area.sum",200.7908,112.430170807039,193.88,48.727,351.878,5
"CV","poor","Transition","n",8.6,5.41294744108974,8,2,15,5
"CV","poor","Transition","perim.area.ratio",4.1172,1.44708524282435,4.466,2.632,6.025,5
"CV","poor","Transition","perim.mean",135.9176,129.065357196654,66.6,36.698,341.2,5
"CV","poor","Transition","perim.med",109.723,132.194090386068,43,32.294,341.2,5
"CV","poor","Transition","perim.sd",56.602,63.9017076141162,30.045,6.223,164.288,5
"CV","poor","Transition","perim.sum",703.1422,248.178931723061,747.712,293.586,926.213,5
"FC","good","Bank","area.mean",18.85,21.9042044251783,6.909,3.12,54.714,5
"FC","good","Bank","area.med",9.885,9.19591213529142,4.73,2.09,23.78,5
"FC","good","Bank","area.ratio",0.1138,0.0231127670346932,0.11,0.08,0.137,5
"FC","good","Bank","area.sd",18.8836,23.1730270638085,6.165,2.356,56.198,5
"FC","good","Bank","area.sum",164.754,102.794782357861,131.27,71.75,274.83,5
"FC","good","Bank","n",14.8,7.01427116670007,16,5,23,5
"FC","good","Bank","perim.area.ratio",4.9668,1.84244231931423,5.652,2.819,6.664,5
"FC","good","Bank","perim.mean",64.5942,54.9071258827122,39.053,20.791,154.24,5
"FC","good","Bank","perim.med",35.14,19.6547195350125,28.4,13.6,60.6,5
"FC","good","Bank","perim.sd",59.7434,60.4293698982539,30.832,16.541,158.639,5
"FC","good","Bank","perim.sum",667.32,182.230326784539,742,471.8,873.4,5
"FC","good","Cascade","area.mean",8.04,1.95161471607487,8.04,6.66,9.42,2
"FC","good","Cascade","area.med",8.04,1.95161471607487,8.04,6.66,9.42,2
"FC","good","Cascade","area.ratio",0.01,0,0.01,0.01,0.01,2
"FC","good","Cascade","area.sd",NA,NA,NA,Inf,-Inf,0
"FC","good","Cascade","area.sum",8.04,1.95161471607487,8.04,6.66,9.42,2
"FC","good","Cascade","n",1,0,1,1,1,2
"FC","good","Cascade","perim.area.ratio",5.1145,0.183140656327315,5.1145,4.985,5.244,2
"FC","good","Cascade","perim.mean",41.3,11.4551298552221,41.3,33.2,49.4,2
"FC","good","Cascade","perim.med",41.3,11.4551298552221,41.3,33.2,49.4,2
"FC","good","Cascade","perim.sd",NA,NA,NA,Inf,-Inf,0
"FC","good","Cascade","perim.sum",41.3,11.4551298552221,41.3,33.2,49.4,2
"FC","good","Chute","area.mean",16.285,12.5228610948138,16.285,7.43,25.14,2
"FC","good","Chute","area.med",16.285,12.5228610948138,16.285,7.43,25.14,2
"FC","good","Chute","area.ratio",0.0145,0.0106066017177982,0.0145,0.007,0.022,2
"FC","good","Chute","area.sd",8.811,NA,8.811,8.811,8.811,1
"FC","good","Chute","area.sum",20,7.26905771059771,20,14.86,25.14,2
"FC","good","Chute","n",1.5,0.707106781186548,1.5,1,2,2
"FC","good","Chute","perim.area.ratio",3.0145,1.67513596463093,3.0145,1.83,4.199,2
"FC","good","Chute","perim.mean",38.5995,10.4658874683421,38.5995,31.199,46,2
"FC","good","Chute","perim.med",38.5995,10.4658874683421,38.5995,31.199,46,2
"FC","good","Chute","perim.sd",24.889,NA,24.889,24.889,24.889,1
"FC","good","Chute","perim.sum",54.1995,11.5958441046782,54.1995,46,62.399,2
"FC","good","Glide-Run","area.mean",64.735,57.6236411162988,31.842,11.751,129.318,5
"FC","good","Glide-Run","area.med",54.04,53.2599971836274,23.59,7.44,126.35,5
"FC","good","Glide-Run","area.ratio",0.2482,0.0437515714003509,0.265,0.19,0.3,5
"FC","good","Glide-Run","area.sd",50.7202,39.7614304093804,30.394,9.069,94.548,5
"FC","good","Glide-Run","area.sum",389.764,289.197991038147,254.739,117.505,752.14,5
"FC","good","Glide-Run","n",7.2,1.92353840616713,7,5,10,5
"FC","good","Glide-Run","perim.area.ratio",2.2878,0.937281814610739,2.663,1.073,3.107,5
"FC","good","Glide-Run","perim.mean",106.5502,61.7685605765587,98.097,36.514,195.92,5
"FC","good","Glide-Run","perim.med",101.68,70.0769006163943,93.2,34.4,197,5
"FC","good","Glide-Run","perim.sd",76.1696,35.6714554623161,87.518,16.504,104.842,5
"FC","good","Glide-Run","perim.sum",682.0956,254.311783622584,784.772,365.137,979.6,5
"FC","good","Margin Attached Bar","area.mean",29.2694,37.6814332967842,8.383,5.623,93.562,5
"FC","good","Margin Attached Bar","area.med",28.177,45.7684153647469,5.86,4.48,109.57,5
"FC","good","Margin Attached Bar","area.ratio",0.1982,0.0305073761572509,0.198,0.17,0.247,5
"FC","good","Margin Attached Bar","area.sd",23.359,26.319793768189,10.691,3.497,65.429,5
"FC","good","Margin Attached Bar","area.sum",335.0458,310.65029516033,167.67,106.839,842.06,5
"FC","good","Margin Attached Bar","n",16.6,5.41294744108974,19,9,22,5
"FC","good","Margin Attached Bar","perim.area.ratio",3.3016,1.80871247023953,4.21,1.102,5.042,5
"FC","good","Margin Attached Bar","perim.mean",49.8378,31.9706587936502,42.27,25.509,103.133,5
"FC","good","Margin Attached Bar","perim.med",44.76,37.9837860145615,29.8,22,112.4,5
"FC","good","Margin Attached Bar","perim.sd",35.8652,22.6294537428547,41.406,10.934,64.539,5
"FC","good","Margin Attached Bar","perim.sum",701.124,186.292070786708,685.614,485.206,928.2,5
"FC","good","Mid Channel Bar","area.mean",15.0858,17.3469877269802,7.5,1.904,44.655,5
"FC","good","Mid Channel Bar","area.med",14.919,17.5086808469399,7.5,1.07,44.655,5
"FC","good","Mid Channel Bar","area.ratio",0.0166,0.0135203550249245,0.014,0.004,0.036,5
"FC","good","Mid Channel Bar","area.sd",20.1133333333333,25.4411899354832,8.584,2.478,49.278,3
"FC","good","Mid Channel Bar","area.sum",26.6588,35.3320870767635,15,5.24,89.31,5
"FC","good","Mid Channel Bar","n",2,1.22474487139159,2,1,4,5
"FC","good","Mid Channel Bar","perim.area.ratio",2.177,1.16084128975498,2.033,0.871,3.942,5
"FC","good","Mid Channel Bar","perim.mean",20.761,14.0932556565188,13.2,7.505,38.9,5
"FC","good","Mid Channel Bar","perim.med",20.26,14.7131913601367,13.2,5,38.9,5
"FC","good","Mid Channel Bar","perim.sd",16.4343333333333,13.8137070091027,8.485,8.433,32.385,3
"FC","good","Mid Channel Bar","perim.sum",35.3238,24.9251184992168,30.019,13.2,77.8,5
"FC","good","Pocket Pool","area.mean",1.2404,0.865487319375622,0.747,0.46,2.45,5
"FC","good","Pocket Pool","area.med",1.17,0.853617303011133,0.685,0.42,2.31,5
"FC","good","Pocket Pool","area.ratio",0.0032,0.00148323969741913,0.003,0.001,0.005,5
"FC","good","Pocket Pool","area.sd",0.4238,0.330521103713515,0.246,0.096,0.851,5
"FC","good","Pocket Pool","area.sum",4.778,4.35717454321031,3.71,1.38,12.25,5
"FC","good","Pocket Pool","n",3.8,1.6431676725155,3,2,6,5
"FC","good","Pocket Pool","perim.area.ratio",5.4624,2.13211744517041,5.934,3.102,7.826,5
"FC","good","Pocket Pool","perim.mean",5.36,1.5891175224004,4.867,3.6,7.6,5
"FC","good","Pocket Pool","perim.med",5.34,1.56780100778128,4.6,3.8,7.6,5
"FC","good","Pocket Pool","perim.sd",0.9282,0.260920869230501,0.983,0.643,1.304,5
"FC","good","Pocket Pool","perim.sum",20.52,11.5625256756472,14.6,10.8,38,5
"FC","good","Pond","area.mean",15.34,NA,15.34,15.34,15.34,1
"FC","good","Pond","area.med",15.34,NA,15.34,15.34,15.34,1
"FC","good","Pond","area.ratio",0.006,NA,0.006,0.006,0.006,1
"FC","good","Pond","area.sd",NA,NA,NA,Inf,-Inf,0
"FC","good","Pond","area.sum",15.34,NA,15.34,15.34,15.34,1
"FC","good","Pond","n",1,NA,1,1,1,1
"FC","good","Pond","perim.area.ratio",1.369,NA,1.369,1.369,1.369,1
"FC","good","Pond","perim.mean",21,NA,21,21,21,1
"FC","good","Pond","perim.med",21,NA,21,21,21,1
"FC","good","Pond","perim.sd",NA,NA,NA,Inf,-Inf,0
"FC","good","Pond","perim.sum",21,NA,21,21,21,1
"FC","good","Pool","area.mean",15.6264,16.6342192873606,5.14,2.779,41.17,5
"FC","good","Pool","area.med",11.888,13.7680615919598,4.1,1.63,34.01,5
"FC","good","Pool","area.ratio",0.1052,0.0189921036222952,0.105,0.082,0.134,5
"FC","good","Pool","area.sd",13.5868,15.5439723751685,4.195,2.491,37.889,5
"FC","good","Pool","area.sum",167.432,123.691048867733,128.5,44.47,329.36,5
"FC","good","Pool","n",14.8,6.45755371638518,14,8,25,5
"FC","good","Pool","perim.area.ratio",2.2638,1.12287697456133,2.749,1.065,3.58,5
"FC","good","Pool","perim.mean",21.7738,13.8056028191456,14.414,9.95,43.85,5
"FC","good","Pool","perim.med",18.88,13.1052279644423,13.6,7.1,40.3,5
"FC","good","Pool","perim.sd",13.3854,11.0876688172041,7.396,4.508,31.636,5
"FC","good","Pool","perim.sum",271.36,87.813370280385,291.8,159.2,353.2,5
"FC","good","Rapid","area.mean",19.655,20.5179709685599,10.2435,7.773,50.36,4
"FC","good","Rapid","area.med",18.58375,21.3054153425055,8.8375,6.3,50.36,4
"FC","good","Rapid","area.ratio",0.05125,0.0586138493304555,0.0275,0.012,0.138,4
"FC","good","Rapid","area.sd",4.898,2.15950410974372,4.898,3.371,6.425,2
"FC","good","Rapid","area.sum",39.79375,28.2310046388127,36.84,11.2,74.295,4
"FC","good","Rapid","n",3.25,3.30403793359983,2,1,8,4
"FC","good","Rapid","perim.area.ratio",2.4655,1.0999819695492,2.413,1.176,3.86,4
"FC","good","Rapid","perim.mean",34.617,16.6201992366718,28,23.268,59.2,4
"FC","good","Rapid","perim.med",34.2,16.8459688550901,27.4,22.8,59.2,4
"FC","good","Rapid","perim.sd",8.3545,2.92530075376875,8.3545,6.286,10.423,2
"FC","good","Rapid","perim.sum",90.33525,69.010342970577,74.6,26,186.141,4
"FC","good","Riffle","area.mean",39.0714,56.7437097068917,7.06,4.185,136.553,5
"FC","good","Riffle","area.med",31.213,42.5261874613749,6.71,4.34,103.15,5
"FC","good","Riffle","area.ratio",0.0622,0.0368876673157846,0.064,0.029,0.12,5
"FC","good","Riffle","area.sd",29.9244,49.0898522792644,6.191,2.949,116.765,5
"FC","good","Riffle","area.sum",132.902,166.302301607645,42.36,16.74,409.66,5
"FC","good","Riffle","n",4.4,1.14017542509914,4,3,6,5
"FC","good","Riffle","perim.area.ratio",1.8848,0.968494553417829,2.323,0.658,2.808,5
"FC","good","Riffle","perim.mean",35.236,33.1613665279343,16.4,11.75,89.8,5
"FC","good","Riffle","perim.med",33.22,29.9818611830553,16.8,11.8,82.2,5
"FC","good","Riffle","perim.sd",18.3526,23.9476887673947,9.128,3.183,60.758,5
"FC","good","Riffle","perim.sum",132.4,90.5852085055833,98.4,47,269.4,5
"FC","good","Transition","area.mean",45.9394,38.9374228127646,36.66,9.893,95.213,5
"FC","good","Transition","area.med",34.932,34.7118937829672,16.58,6.16,73.03,5
"FC","good","Transition","area.ratio",0.2012,0.0377915334433521,0.185,0.158,0.251,5
"FC","good","Transition","area.sd",45.3132,36.4853800679121,51.377,8.189,90.498,5
"FC","good","Transition","area.sum",349.0584,320.24483576367,219.961,98.927,856.92,5
"FC","good","Transition","n",8.2,2.04939015319192,9,6,10,5
"FC","good","Transition","perim.area.ratio",3.8094,1.61359716162368,4.6,1.822,5.463,5
"FC","good","Transition","perim.mean",130.4234,75.9450125209023,173.511,45.506,200.262,5
"FC","good","Transition","perim.med",94.6196,59.673293610291,110.1,30.9,152.8,5
"FC","good","Transition","perim.sd",112.6708,90.504307219049,97.372,32.437,255.661,5
"FC","good","Transition","perim.sum",963.3232,474.843916947137,1094.998,455.065,1561.599,5
"FC","mod","Bank","area.mean",45.0088888888889,73.0101208793031,22.3695,3.631,312.628,18
"FC","mod","Bank","area.med",42.8542222222222,102.674250931859,13.16,2.05,448.161,18
"FC","mod","Bank","area.ratio",0.118666666666667,0.0146206944391282,0.117,0.08,0.139,18
"FC","mod","Bank","area.sd",43.7978888888889,66.904680634545,22.469,3.412,268.433,18
"FC","mod","Bank","area.sum",355.191166666667,334.340058989479,245.43,68.99,1199.69,18
"FC","mod","Bank","n",12.7222222222222,5.48587014445567,12,3,26,18
"FC","mod","Bank","perim.area.ratio",3.84688888888889,1.62869377069258,3.7215,1.455,6.74,18
"FC","mod","Bank","perim.mean",111.631166666667,150.538725150804,81.5915,24.474,684.337,18
"FC","mod","Bank","perim.med",106.211611111111,228.619764306212,49.7,18.4,1012.212,18
"FC","mod","Bank","perim.sd",102.087388888889,128.669642916012,64.313,21.815,575.349,18
"FC","mod","Bank","perim.sum",963.531444444444,519.867389235916,809.3855,396.986,2053.012,18
"FC","mod","Cascade","area.mean",9.42,NA,9.42,9.42,9.42,1
"FC","mod","Cascade","area.med",9.42,NA,9.42,9.42,9.42,1
"FC","mod","Cascade","area.ratio",0.01,NA,0.01,0.01,0.01,1
"FC","mod","Cascade","area.sd",NA,NA,NA,Inf,-Inf,0
"FC","mod","Cascade","area.sum",9.42,NA,9.42,9.42,9.42,1
"FC","mod","Cascade","n",1,NA,1,1,1,1
"FC","mod","Cascade","perim.area.ratio",5.244,NA,5.244,5.244,5.244,1
"FC","mod","Cascade","perim.mean",49.4,NA,49.4,49.4,49.4,1
"FC","mod","Cascade","perim.med",49.4,NA,49.4,49.4,49.4,1
"FC","mod","Cascade","perim.sd",NA,NA,NA,Inf,-Inf,0
"FC","mod","Cascade","perim.sum",49.4,NA,49.4,49.4,49.4,1
"FC","mod","Chute","area.mean",29.8066666666667,27.5975240435321,25.14,4.84,59.44,3
"FC","mod","Chute","area.med",29.8066666666667,27.5975240435321,25.14,4.84,59.44,3
"FC","mod","Chute","area.ratio",0.006,0.001,0.006,0.005,0.007,3
"FC","mod","Chute","area.sd",NA,NA,NA,Inf,-Inf,0
"FC","mod","Chute","area.sum",29.8066666666667,27.5975240435321,25.14,4.84,59.44,3
"FC","mod","Chute","n",1,0,1,1,1,3
"FC","mod","Chute","perim.area.ratio",2.465,1.72832317579786,1.83,1.144,4.421,3
"FC","mod","Chute","perim.mean",45.1333333333333,23.3120855637872,46,21.4,68,3
"FC","mod","Chute","perim.med",45.1333333333333,23.3120855637872,46,21.4,68,3
"FC","mod","Chute","perim.sd",NA,NA,NA,Inf,-Inf,0
"FC","mod","Chute","perim.sum",45.1333333333333,23.3120855637872,46,21.4,68,3
"FC","mod","Glide-Run","area.mean",645.053777777778,1177.35684817074,113.08,16.628,4229.713,18
"FC","mod","Glide-Run","area.med",613.367166666667,1180.06768143074,113.43,11.85,4229.713,18
"FC","mod","Glide-Run","area.ratio",0.359888888888889,0.119043683968577,0.3285,0.19,0.591,18
"FC","mod","Glide-Run","area.sd",245.7335,369.736952178167,59.6485,14.867,1323.773,16
"FC","mod","Glide-Run","area.sum",1255.03611111111,1381.40311961306,539.542,116.396,4229.713,18
"FC","mod","Glide-Run","n",4.38888888888889,2.19997029094616,4,1,8,18
"FC","mod","Glide-Run","perim.area.ratio",1.48605555555556,0.88648489401696,1.4835,0.333,3.081,18
"FC","mod","Glide-Run","perim.mean",358.160944444444,438.047892339944,185.06,49.954,1606.255,18
"FC","mod","Glide-Run","perim.med",352.686833333333,442.686414934764,161.6885,33.8,1606.255,18
"FC","mod","Glide-Run","perim.sd",149.6704375,122.391469619942,101.785,29.039,420.423,16
"FC","mod","Glide-Run","perim.sum",937.971722222222,432.845364478002,857.372,349.679,1712.8,18
"FC","mod","Margin Attached Bar","area.mean",47.0553333333333,51.1780635486361,26.513,4.483,204.307,18
"FC","mod","Margin Attached Bar","area.med",31.7705,35.5953224013063,14.3875,4.27,120.589,18
"FC","mod","Margin Attached Bar","area.ratio",0.185222222222222,0.0305470814155221,0.187,0.142,0.247,18
"FC","mod","Margin Attached Bar","area.sd",44.5218888888889,51.8178748671888,26.4655,3.778,221.789,18
"FC","mod","Margin Attached Bar","area.sum",531.792666666667,469.242039462766,334.515,94.15,1838.76,18
"FC","mod","Margin Attached Bar","n",14.1111111111111,4.02768199119819,12.5,9,22,18
"FC","mod","Margin Attached Bar","perim.area.ratio",2.54805555555556,1.46992854857251,2.0525,0.786,5.155,18
"FC","mod","Margin Attached Bar","perim.mean",70.2540555555556,42.2454813336809,55.245,21.2,160.511,18
"FC","mod","Margin Attached Bar","perim.med",57.6388888888889,39.3623609240648,38.95,19.4,162.2,18
"FC","mod","Margin Attached Bar","perim.sd",55.6818333333333,38.366709312126,41.7035,15.5,165.591,18
"FC","mod","Margin Attached Bar","perim.sum",882.933833333333,375.026054890975,769.2,445.2,1702.6,18
"FC","mod","Mid Channel Bar","area.mean",19.5397692307692,27.8016956262079,5.49,1.568,88.031,13
"FC","mod","Mid Channel Bar","area.med",13.3023076923077,19.2894160978874,5.24,1.09,63.16,13
"FC","mod","Mid Channel Bar","area.ratio",0.0142307692307692,0.0172102384554168,0.007,0,0.061,13
"FC","mod","Mid Channel Bar","area.sd",25.23975,37.3529597861497,8.888,0.926,109.61,8
"FC","mod","Mid Channel Bar","area.sum",59.7191538461539,119.296750935672,15,2.48,440.153,13
"FC","mod","Mid Channel Bar","n",2.53846153846154,1.66410058867569,2,1,6,13
"FC","mod","Mid Channel Bar","perim.area.ratio",2.034,0.980803412174597,2.021,0.733,3.937,13
"FC","mod","Mid Channel Bar","perim.mean",21.8743846153846,21.6161323611883,11.4,6.173,69.2,13
"FC","mod","Mid Channel Bar","perim.med",17.9384615384615,17.8145323851782,11.4,5.9,69.2,13
"FC","mod","Mid Channel Bar","perim.sd",18.965875,22.3881478493644,9.746,3.109,69.797,8
"FC","mod","Mid Channel Bar","perim.sum",59.0946153846154,85.238430246709,28.4,8,322.642,13
"FC","mod","Pocket Pool","area.mean",1.83516666666667,0.98345042340431,1.61,0.569,3.61,18
"FC","mod","Pocket Pool","area.med",1.78444444444444,0.991012389203866,1.44,0.55,3.625,18
"FC","mod","Pocket Pool","area.ratio",0.00483333333333333,0.00254950975679639,0.004,0.001,0.01,18
"FC","mod","Pocket Pool","area.sd",0.483647058823529,0.278623837183861,0.379,0.119,1.007,17
"FC","mod","Pocket Pool","area.sum",11.5588888888889,8.90890228194703,7.495,1.16,28.88,18
"FC","mod","Pocket Pool","n",6,2.47338776960337,6,1,10,18
"FC","mod","Pocket Pool","perim.area.ratio",4.32233333333333,1.37274838103968,4.07,2.583,7.03,18
"FC","mod","Pocket Pool","perim.mean",6.74933333333333,1.83781564715865,6.7335,4,9.933,18
"FC","mod","Pocket Pool","perim.med",6.64444444444444,1.85891246581316,6.25,3.8,10,18
"FC","mod","Pocket Pool","perim.sd",1.40641176470588,0.726819446185186,1.237,0.432,3.154,17
"FC","mod","Pocket Pool","perim.sum",41.4222222222222,22.6692732065326,38.4,5.2,87,18
"FC","mod","Pond","area.mean",20.9375,7.9160604153834,20.9375,15.34,26.535,2
"FC","mod","Pond","area.med",20.9375,7.9160604153834,20.9375,15.34,26.535,2
"FC","mod","Pond","area.ratio",0.0125,0.00919238815542512,0.0125,0.006,0.019,2
"FC","mod","Pond","area.sd",29.946,NA,29.946,29.946,29.946,1
"FC","mod","Pond","area.sum",34.205,26.6791388541684,34.205,15.34,53.07,2
"FC","mod","Pond","n",1.5,0.707106781186548,1.5,1,2,2
"FC","mod","Pond","perim.area.ratio",1.231,0.195161471607487,1.231,1.093,1.369,2
"FC","mod","Pond","perim.mean",25,5.65685424949238,25,21,29,2
"FC","mod","Pond","perim.med",25,5.65685424949238,25,21,29,2
"FC","mod","Pond","perim.sd",23.759,NA,23.759,23.759,23.759,1
"FC","mod","Pond","perim.sum",39.5,26.1629509039023,39.5,21,58,2
"FC","mod","Pool","area.mean",15.9185555555556,13.1773212944336,11.2715,2.902,44.076,18
